title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Disney Infinity 3.0 Edition,Xbox 360,['Disney Interactive Studios'],Avalanche Software,"['Action Adventure', 'General']",E10+,"Aug 30, 2015","['iPhone/iPad', 'PC', 'PlayStation 3', 'PlayStation 4', 'Wii U', 'Xbox One']",,"I think this game is great because children get to create whatever they want and they have super cool characters. This game allows you to go on fun adventures! By chloe McAlpine age 9",0,No score yet,0,0,0,7.2,Mixed or average reviews,7,5,2
Disney Infinity: Marvel Super Heroes - Guardians of the Galaxy Playset,Xbox 360,['Disney Interactive Studios'],Avalanche Software,"['Action Adventure', 'Fantasy']",,"Sep 23, 2014","['iPhone/iPad', 'PlayStation 3', 'PlayStation 4', 'PlayStation Vita', 'Wii U', 'Xbox One']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Disney Infinity: Marvel Super Heroes - Ultimate Spider Man Playset,Xbox 360,['Disney Interactive Studios'],Avalanche Software,"['Action Adventure', 'Fantasy']",,"Sep 23, 2014","['iPhone/iPad', 'PlayStation 3', 'PlayStation 4', 'PlayStation Vita', 'Wii U', 'Xbox One']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Disney Pirates of the Caribbean: At World's End,Xbox 360,['Disney Interactive Studios'],"Eurocom Entertainment Software, Eurocom","['Action Adventure', 'Historic', 'Historic', 'Linear']",T,"May 22, 2007","['PC', 'PlayStation 3']",1-2,"Beautiful scenery, character models and fluid movement. Some interesting puzzles, and entertaining if not repetitive swordfighting system. The only way the game could have been better is if they fixed the swordfighting system and mixed up the possible moves, otherwise the game is incredibly entertaining and beautiful to move through.",58,Mixed or average reviews,1,37,4,5.6,Mixed or average reviews,8,11,7
Disney Sing It,Xbox 360,['Disney Interactive Studios'],Zoe Mode,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",E,"Oct 21, 2008","['PlayStation 2', 'PlayStation 3']",,"Best out to some of today's hippest tunes and have a blast with your friends and favorite Disney stars. Sing to 35 chart-topping tunes including hits from Camp Rock, High School Musical, Hanna Montana, Cheetah Girls, as well as hits from Aly & AJ, Corbin Blue, Everlife, Jordan Pruitt, and more. Compete with and against friends in numerous multiplayer modes, including Duet, Versus, and Team Play. [Disney]",53,Mixed or average reviews,2,6,2,5.1,Mixed or average reviews,3,1,3
Disney Sing It! High School Musical 3: Senior Year,Xbox 360,['Disney Interactive Studios'],Disney Interactive Studios,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",E,"Feb 17, 2008","['PlayStation 2', 'PlayStation 3']",,"Disney Sing It is a new video-based karaoke game that features a mix of popular fan-faves and the hottest new Disney talents. Available this holiday, the first game in this rockin' new franchise features songs and videos from Disney Channel's summer blockbuster, Camp Rock, along with other Disney favorites, including Jonas Brothers, Miley Cyrus, Hannah Montana and the High School Musical movies. Players can belt out to some of today's chart topping tunes and have a blast along with their friends and Disney stars!",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Disney Universe,Xbox 360,['Disney Interactive Studios'],"Eurocom Entertainment Software, Eurocom","['Action Adventure', 'Adventure', 'General', 'Fantasy', 'General', 'Fantasy']",E10+,"Oct 25, 2011","['PC', 'PlayStation 3']",No Online Multiplayer,"In Disney Universe, players can select from more than 40 classic and contemporary Disney character costumes, including Alice (""Alice in Wonderland""), Mike (""Monsters, Inc.""), TRON (""TRON: Legacy"") and Stitch (""Lilo & Stitch"") to explore six different worlds inspired by legendary Disney and Disney Pixar films.  Each world will allow players to experience objectives and missions that follow Disney and Disney Pixar movie storylines.  Players will select a character-based costume, with each costume offering a specific tool that changes and grows in power as players adventure through the game.  Disney Universe offers frenetic gameplay, multiplayer with up to three friends and slapstick humor that will appeal to players of all ages.",66,Mixed or average reviews,9,18,4,5.8,Mixed or average reviews,3,10,4
Disney Universe: Neverland Level Pack,Xbox 360,['Disney Interactive Studios'],"Eurocom Entertainment Software, Eurocom","['Action Adventure', 'Fantasy', 'General', 'Fantasy']",E10+,"Apr 17, 2012",['PlayStation 3'],,"The Disney Universe adventure continues with a new downloadable level pack featuring Disneys Peter Pan. Suit up and battle through magical Neverland in some of your favorite costumes, including Mr. Smee, Wendy, Michael, John and the mischievous lostboy, Slightly. Each costume comes with its own upgradeable tool.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Disney Universe: Nightmare Before Christmas Level Pack,Xbox 360,['Disney Interactive Studios'],"Eurocom Entertainment Software, Eurocom","['Action Adventure', 'Fantasy', 'General', 'Fantasy']",E10+,"Dec 13, 2011",['PlayStation 3'],,"The Disney Universe is expanding with new downloadable content from Tim Burton's Nightmare Before Christmas. Suit up and battle through Halloween Town in some of your favorite Nightmare Before Christmas costumes, including Jack Skellington, Sally, the Mayor of Halloween Town, Oogie Boogie and Dr. Finkelstein. Each costume includes its own upgradable tool.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Disney Universe: Phineas and Ferb Level Pack,Xbox 360,['Disney Interactive Studios'],"Eurocom Entertainment Software, Eurocom","['Action Adventure', 'Fantasy', 'General', 'Fantasy']",E10+,"Feb 14, 2012",['PlayStation 3'],,"Disney Universe continues to grow with a new downloadable level pack featuring Disney Phineas and Ferb. Suit up, power up and battle through the suburbs of Danville in some of your favorite Phineas and Ferb costumes, including Phineas, Ferb, Dr. Doofenshmirtz, Agent P, and Candace. Each costume includes its own upgradeable tool.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Disney's Meet the Robinsons,Xbox 360,"['Buena Vista Games', 'Disney Interactive Studios']",Buena Vista Games,"['Action Adventure', 'Sci-Fi', 'Sci-Fi', 'General']",E10+,"Mar 27, 2007","['PC', 'PlayStation 2']",1 Player,"What if you could change the past? What if you could control the future? What if time was on your side? Play as Wilbur Robinson and experience the thrills of time travel adventure. With a ton of crazy gadgets at your disposal, battle enemies and solve puzzles while in pursuit of the dastardly Bowler Hat Guy and his diabolical robotic hat, Doris. It's up to you to thward their evil plans and save the future! Explore ancient Egypt, the Robinsons' mansion, The Hive and other supercool locales. Break out the Charge Glove, the Disassembler, the Scanner, the family Album, the Havoc Gloves and the Leviathon device. [Buena Vista Games]",65,Mixed or average reviews,3,17,1,6.6,Mixed or average reviews,2,2,1
Disney's TRON: Evolution,Xbox 360,['Disney Interactive Studios'],Propaganda Games,"['Action', 'General', 'Action Adventure', 'Fantasy', 'General', 'Fantasy']",T,"Dec  7, 2010","['PC', 'PlayStation 3']",,"Set during the era between the two TRON films, TRON: Evolution conveys the story of significant events within the TRON mythology. The game features an epic adventure across a massive digital world filled with high-mobility disc-based combat and advanced light cycles. TRON: Evolution is one of the keys to unlocking the TRON mythology. The game's story takes place before the film ""TRON: Legacy"" events and provides insight into the film's past. As an integrated entertainment experience, the film references elements of the game's story. As part of the connection between the game and film, actress Olivia Wilde stars as Quorra in TRON: Evolution. Wilde's voice and likeness as Quorra provide players with another direct link to the film as they discover how earlier events within the world of TRON shape her character’s future. [Disney Interactive Studios]",58,Mixed or average reviews,4,39,8,6.0,Mixed or average reviews,19,17,13
Disney*Pixar WALL-E,Xbox 360,['THQ'],Heavy Iron Studios,"['Action', 'Platformer', 'Platformer', '3D', '3D']",E,"Jun 24, 2008","['PC', 'PlayStation 3']",No Online Multiplayer,"What if mankind had to leave Earth, and somebody forgot to turn the last robot off? After hundreds of lonely years of doing what he was built for, WALL-E (short for Waste Allocation Load Lifter Earth-Class) discovers a new purpose in life (besides collecting knick-knacks) when he meets a sleek search robot named EVE. EVE comes to realize that WALL-E has inadvertently stumbled upon the key to the planet’s future, and races back to space to report her findings to the humans (who have been eagerly awaiting word that it is safe to return home). Meanwhile, WALL-E chases EVE across the galaxy and sets into motion one of the most exciting and imaginative comedy adventures ever brought to the big screen. Joining WALL-E on his fantastic journey across a universe of never-before-imagined visions of the future, is a hilarious cast of characters including a pet cockroach, and a heroic team of malfunctioning misfit robots. Players of the game take control of WALL-E and EVE through a fast-paced adventure based on the Disney/Pixar film. The game allows fans to relive some of the movie’s most thrilling moments as they explore 10 worlds filled with non-stop action and adventure, along with head-to-head multiplayer challenges. Players will recognize the storyline, characters and key locations from the WALL-E film as they carry out intense missions, dodge dangerous enemies and navigate their way through a futuristic world. In addition, the game contains new storylines and environments that movie-goers will not see in theaters. [THQ]",50,Mixed or average reviews,1,19,12,6.4,Mixed or average reviews,5,6,3
Disney/Pixar Brave,Xbox 360,['Disney Interactive Studios'],Disney Interactive Studios,"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Linear']",E10+,"Jun 19, 2012","['PC', 'PlayStation 3']",,"A third person action-adventure, ""Brave: The Video Game"" expands the tale beyond the movie's storyline. Gamers can play as Merida, an expert archer and heroine, and in the console versions, players can also play as other entertaining characters from the film.  In addition, they will be able to go on quests through a magical world and solve puzzles to uncover secrets.",65,Mixed or average reviews,5,8,2,6.1,Mixed or average reviews,1,6,1
Disney/Pixar Cars,Xbox 360,['THQ'],Rainbow Studios,"['Driving', 'Racing', 'Mission-based', 'Arcade', 'Mission-based', 'Automobile']",E,"Oct 23, 2006",['PC'],No Online Multiplayer,"Race to the finish line as you live all the fun and excitement of the next Walt Disney Pictures presentation of a Pixar Animation Studios film, Cars. Play as all your favorite characters as you help Lightning McQueen capture the coveted Piston Cup Championship. Story-based adventure that relives key moments of the movie. Burn rubber in over 30 races and mini-games. Explore the open-world of Radiator Springs. Speed to the finish line with over 10 playable characters. Make your friends eat your dust in multiplayer mode. Features all of the major voice talent from the movie. [THQ]",65,Mixed or average reviews,4,11,1,7.4,Mixed or average reviews,7,9,1
Disney/Pixar Cars 2,Xbox 360,['Disney Interactive Studios'],Avalanche Software,"['Driving', 'Racing', 'Mission-based', 'General', 'General', 'Arcade', 'Automobile']",E10+,"Jun 21, 2011","['3DS', 'PC', 'PlayStation 3']",1-4,"Juego mucho mas divertido y solido que la película, que ya es mucho decir!!!Toma muchos elementos de la serie Mario Kart y al ser una pelicula del mismo genero lo hace muy bien y no es otro videojuego mal explotado de Pixar",72,Mixed or average reviews,14,20,1,7.7,Generally favorable reviews,21,4,4
Disney/Pixar Cars 3: Driven to Win,Xbox 360,['Warner Bros. Interactive Entertainment'],Avalanche Software,"['Racing', 'Arcade', 'Automobile']",E10+,"Jun 13, 2017","['PlayStation 3', 'PlayStation 4', 'Switch', 'Wii U', 'Xbox One']",No Online Multiplayer,"Speed into the world of Cars as you determine your path to racing mastery in Cars 3: Driven to Win, the game inspired by the Disney Pixar film. Play with over 20 customizable characters including Lightning McQueen, Jackson Storm, Cruz Ramirez and the next generation of racers in over 20 tracks set in iconic locations from the film such as Radiator Springs. Train and advance your abilities in 6 game modes and challenge your family and friends in the Battle Race to become the Ultimate Champion. On the road to becoming a Hall of Fame Driver, training and skill will give you an edge in a race that anyone can win.",0,No score yet,0,0,0,8.1,Generally favorable reviews,6,1,1
Disney/Pixar Cars Mater-National Championship,Xbox 360,['THQ'],Rainbow Studios,"['Driving', 'Racing', 'General', 'General', 'Arcade', 'Automobile']",E,"Oct 29, 2007","['PC', 'PlayStation 3']",No Online Multiplayer,"Cars Mater-National features an all-new International group of racers vying for their chance to compete against Lightning McQueen in the First Annual Mater-National Race Festival, hosted by Lightning’s best friend, Mater. Explore the new and improved open world of Radiator Springs, play in the all-new Monster Mode, jump into the fast lane with 6 new International racing competitors, burn rubber on new tracks, and twist and turn your way through new mini-games like Ramone’s Rhythmic Rumble and Fillmore’s Fuel Frenzy. Explore the new open world of Radiator Springs, Lightning McQueen’s new Racing Headquarters, and practice facility Over 20 challenging mini-games. 7 exciting new international characters. Multiple new adrenaline-packed tracks to race on. Go head to head with over 10 multiplayer games. [THQ]",58,Mixed or average reviews,3,5,1,8.0,Generally favorable reviews,4,3,0
Disney/Pixar Cars Race-O-Rama,Xbox 360,['THQ'],Incinerator Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E,"Oct 12, 2009",['PlayStation 3'],,"In Cars Race-O-Rama, players join Lightning McQueen and Chick Hicks in Radiator Springs as they prepare their academy of student racers to compete in the Race-O-Rama Exhibition. Players encounter 12 new playable characters making their video game debut. A new and improved Lightning McQueen comes fully equipped with special racing kits, allowing him to better maneuver brand new, action-packed tracks that takes players to metro city streets, the Baja desert and sandy beaches. In addition, players are now able to modify Lightning McQueen’s wheels, rims, hood, side skirt, rear bumper, spoiler and paint with special customization features, giving Lightning a personalized style and look that has never been seen before. As players compete in this high-speed, racing adventure game, they can utilize Lightning McQueen’s newly designed drifting abilities and perform ""Kachow"" poses for enthusiastic reporters and fans encountered throughout the game. Cars Race-O-Rama also features multiplayer mini-games based on Disney-Pixar’s ""Cars Toons,"" a series of animated shorts that are currently being aired on the Disney Channel. [THQ]",54,Mixed or average reviews,0,6,2,6.7,Mixed or average reviews,4,2,1
Disney/Pixar Ratatouille,Xbox 360,['THQ'],Heavy Iron Studios,"['Action', 'Platformer', 'Platformer', '3D', '3D']",E,"Jun 26, 2007","['PC', 'PlayStation 2', 'PlayStation 3']",No Online Multiplayer,"Players relive the film's most thrilling moments as they assume the role of Remy, a young rat who dreams of becoming a great French chef, despite the obvious problem of being a rat. From the underground sewers to the bustling streets of Paris, players dash, glide and slide through 6 action-packed worlds filled with dangerous enemies, heists and perilous missions. Players can go head-to-head with their friends in multiplayer mini-games or navigate their way through a sensational rat race that turns the culinary world of Paris upside down. [THQ]",56,Mixed or average reviews,1,10,3,6.0,Mixed or average reviews,3,3,2
Disney/Pixar Toy Story 3,Xbox 360,['Disney Interactive Studios'],Avalanche Software,"['Action', 'General', 'General', 'Platformer', '3D']",E10+,"Jun 15, 2010","['iPhone/iPad', 'PC', 'PlayStation 3']",No Online Multiplayer,"Probably the best movie to game conversion I've seen. My two youngest kids have played it to death. It has great value for money as there are so many missions, side quests, items to unlock and areas to explore. My kids liked the fact that you can play as any of the 3 main characters. I was impressed by the missions, from a haunted house to Zurgs castle, to space etc. I definitely recommend it.",76,Generally favorable reviews,33,17,0,8.3,Generally favorable reviews,52,10,4
Disney/Pixar Toy Story Mania!,Xbox 360,['Disney Interactive Studios'],High Voltage Software,"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']",E,"Oct 30, 2012","['iPhone/iPad', 'PC', 'PlayStation 3']",No Online Multiplayer,"Toy Story Mania!, a bi-coastal star attraction at the Disneyland Resort and Walt Disney World Resort theme parks, is now available for the Wii system. The newest title from Disney Interactive Studios brings classic Disney Pixar Toy Story characters together as they stage their own fun-filled carnival, featuring familiar and one-of-a-kind midway-inspired games, alongside bonus unlockable levels in 3-D.",33,Generally unfavorable reviews,0,0,4,5.0,Mixed or average reviews,2,1,2
Disney/Pixar Up,Xbox 360,['THQ'],Heavy Iron Studios,"['Action Adventure', 'Modern', 'General', 'Modern', 'Linear']",E10+,"May 26, 2009","['PC', 'PlayStation 3']",No Online Multiplayer,"The UP video game takes players on an exotic adventure with Carl Fredricksen and his young sidekick, Wilderness Explorer Russell, as they set off on a wild journey through the undiscovered jungles of South America. Players experience all four main characters from the movie - Carl, Russell, Dug the lovable dog or Kevin the prehistoric bird - while playing as a single-player or with a friend cooperatively throughout the entire game. Players encounter exciting, new environments as they navigate through treacherous jungle terrains, battle dangerous creatures and trek the slippery slopes of the Amazonian Tepuis. In addition, the game also features multi-player game modes, including an epic level that will allow up to four players to compete in aerial combat. [THQ]",61,Mixed or average reviews,0,16,2,7.0,Mixed or average reviews,3,5,0
Divinity II: Ego Draconis,Xbox 360,"['cdv Software', 'cdv Software Entertainment USA']",Larian Studios Games,"['Role-Playing', 'Action RPG', 'Action RPG']",M,"Jan  6, 2010",['PC'],No Online Multiplayer,"Divinity II: Ego Draconis is a story-based role playing game that combines a truly stunning, free roaming world just waiting to be explored, with exhilarating aerial and ground based combat. Get up close and personal in human form - exploring dungeons, grabbing loot and putting the hurt on the many evil denizens of Rivellon - or take to the skies by shape-shifting into a mighty Dragon to explore the mountain peaks and deliver fiery death from above! You will build your character from the ground up, and continue customizing as you gain experience. We want you to be able to define a unique Dragon Knight and create your own legend in the world of Divinity II. [DTP Entertainment]",62,Mixed or average reviews,9,23,5,6.6,Mixed or average reviews,20,13,10
Divinity II: The Dragon Knight Saga,Xbox 360,['Atlus'],Larian Studios Games,"['Role-Playing', 'Miscellaneous', 'Action RPG', 'Compilation']",M,"Apr 12, 2011",['PC'],No Online Multiplayer,"Divinity II - The Dragon Knight Saga includes the original adventure ""Ego Draconis"", and ""Flames of Vengeance"", the Dragon Knight's new adventure that continues the epic story and adds dozens of hours of additional gameplay. Divinity II - Ego Draconis appears here as an entirely new and re-mastered edition with improved graphics and content that make the game even more beautiful and more impressive than ever before!",72,Mixed or average reviews,6,7,0,7.9,Generally favorable reviews,41,13,4
DJ Hero,Xbox 360,"['Activision', 'Activision Blizzard']",FreeStyleGames,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",T,"Oct 27, 2009","['PlayStation 2', 'PlayStation 3']",1-2,"DJ Hero drops the needle with a completely fresh experience and legendary artists including Black Eyed Peas, 50 Cent, Justice, Marvin Gaye, Beck, Beastie Boys and N.E.R.D. DJ Hero features more than 100 individual songs that have been transformed into more than 80 exclusive, original mixes by superstar DJs including DJ Shadow, DJ Z-Trip, DJ AM, and the legendary Grandmaster Flash. With an innovative, new turntable controller and the hottest music collection of original music, DJ Hero is a unique new social music gaming experience that excite the millions of dance club music fans who can now play along to hit songs from a range of genres including hip-hop, R&B, pop, rock and electronica allowing them to rule the party with original mixes. Joining the internationally acclaimed DJ, producer and recording artist DJ Shadow, who has been consulting and contributed several mixes for DJ Hero, and making their video game debuts, DJ Z-Trip, a founder of the mashup movement who’s known worldwide for his sold out shows and eclectic style, and DJ AM, one of the world’s premier and most in-demand DJs today, appear as in-game characters and have each created multiple exclusive mixes for DJ Hero. In DJ Hero, faces in the crowd are transformed into the life of the party as the game’s turntable controller - created exclusively for DJ Hero and featuring familiar DJ tools including a fully-rotating turntable, sample buttons, effects dial and cross fader - immerses fans into the authenticity of DJ culture and a sea of music. By utilizing and mastering various DJ techniques including scratching, blending, cross fading and sampling, while leaving room for creative expression with a variety of effects and player chosen samples and scratches, gamers rule the party performing music as only a DJ can. Social expression is heightened with euphoric multiplayer gameplay where two DJs can battle competitively or have a player join in to emcee over any track in the game with a mic. Additionally, gamers can rock together as DJ Hero features DJ-guitar exclusive mixes played with a turntable controller and Guitar Hero guitar controller. [Activision]",84,Generally favorable reviews,68,4,0,7.9,Generally favorable reviews,34,3,7
DJ Hero 2,Xbox 360,['Activision'],FreeStyleGames,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",T,"Oct 19, 2010",['PlayStation 3'],,"This game is simply amazing. I do think the actual graphics menu and stuff was not really as artistic has the Dj Hero 1 one, but that's a minor detail. The music on this game is simply amazing for most of the tracks, I love the minor story add they did and I love some of the new versus modes they came up with. I'm so glad i pre-ordered this game and i love playing it.",86,Generally favorable reviews,64,2,0,8.4,Generally favorable reviews,19,4,1
DmC: Devil May Cry,Xbox 360,['Capcom'],Ninja Theory,"['Action', 'General', 'Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Linear']",M,"Jan 15, 2013","['PC', 'PlayStation 3']",No Online Multiplayer,"In a society infused with demons only The Order can, in Platonic style, see the world for what it really is. Join Dante in a stylish action experience; chain together multiple combos with flair and send the demonic spawn back to hell – uncover the truth behind the lies. Delve into Dante’s dark past confronting some the most familiar faces in the DmC universe. Harness unimaginable powers combined with Dante’s notorious arsenal of weapons: sword, scythe, axe, pistols and more.",86,Generally favorable reviews,62,3,0,5.4,Mixed or average reviews,738,131,631
DmC: Devil May Cry - Bloody Palace,Xbox 360,['Capcom'],Ninja Theory,"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Linear']",M,"Feb 20, 2013","['PC', 'PlayStation 3']",,"While this was a nice time passer and a nice challenge. Bloody Palace breaks the game's loot and money concept, giving you practically 2000-5000 red orbs at the end of every time you play this (Even more if you're really good at this game), and then carry it over to your main game. You can even quit this mode mid-game, and still keep all the red orbs and unlock slots you earned from this. It's basically just a way for DMC noobs to grind for money and upgrades so they can beat the game on ""Son of Sparda"" and ""Dante Must Die"" mode with all the Gold Orbs and Vital Stars they can use and with little effort. I was able to buy all the health and Devil Trigger Crosses by playing on Bloody Palace for a long time. This free DLC basically just kills the games replay value. And while all of that does disappoint me, it still has some fun within this Arcade mode. For example you enter a boss fight after every 20 waves of enemies you defeat, and the environment changes after a set amount of waves as well. This makes it so you won't get tired of easily beating the same enemies in the same drab areas so quickly. But this is not perfect, the time limit is basically pointless, I hardly ever found the clock going down expect during boss fights. And the boss fights are also what kills you in the end anyway because all the enemies in the main waves have shortened health, making progress too easy, especially when you've unlocked all of the weapons. I would've had more fun if this mode made it so you always begin the first wave with Dante only having ""The Rebellion"", and then you unlock the other weapons at certain points in the game. The boss fights are always in the same order of placement as well. (Beginning with the Succubus, then the Hunter, etc.) I would've been more pleased if the boss fights shuffle their order of appearances instead. (First boss fight being Bob Barbos on the first try, then first boss being Vergil on the second) Still, this is fun. But with it killing the point of the other modes, Bloody Palace is definably NOT a DLC you should even bother downloading if you value replaying the main game, especially on the higher difficulties.",0,No score yet,0,0,0,7.2,Mixed or average reviews,17,1,7
DmC: Devil May Cry - Vergil's Downfall,Xbox 360,['Capcom'],Ninja Theory,"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Linear']",M,"Mar  5, 2013","['PC', 'PlayStation 3']",,"In an ironic sort of way, dante appeared to play like a frenzied button mashing centric character, but was at his strongest when you used his various abilities to perform setup combos that looked amazing when you pulled them off.conversely, vergil's style at first appears methodical, even downright hard to make use of, but once you unlock all his abilities you'll find out that, thanks to his ability to cancel out of EVERY move, he actually plays at his finest when you're going balls to the wall with the controller buttons.just be sure to offer them a cigarette after you're done.vergil's downfall is in many ways, the opposite of DmC, from the plot, to the level design, notice I said OPPOSITE not bad, that's because the quality is still there, but they went in the furthest possible direction away from dante in terms of design.Vergil's downfall, once you figure out how to play him properly, is among the most fun i've ever had watching vergil be on ten different places onscreen at once, all before I even managed to get ahold of doppelganger.from an action standpoint, vergil takes control of a fight by overpowering it with his insane mobility and use of ""just charge"" or ""perfect slice"" attacks which essentially amount to a winning juggle button. don't get me wrong, it still takes skill to play him, but you'll find yourself using atomic or solar flare more often than you realize you should because it launches an entire wave into the air.couple this with the versatility of the character's movement system, such as sword teleporting, and the ability to embed teleport swords into foes at the end of a combo in order to pull them in and keep it going, and you can spend days just stringing together nigh endless combos and just looking plain stylish 90 percent of the time.Devil may cry has always handled its difficulty in the sense that. you already have all the tools you need to defeat your opponents and get those s rankings, you simply aren't trying hard enough, and in both DmC and vergil's downfall, this rule holds true, despite the change in combat structure.downfall features a few new enemies, a darker storyline, and a track that sucks, sorry guys, it just doesn't differentiate itself.but the enemies are, for the most part, a nice addition.those wisps though? they can go to hel-I see what you did there NT, I see what you did there....If you don't mind this experiment in an altered devil may cry gameplay formula, then downfall will make you feel like a demon king in the making, just don't expect vergil to be a likable person by the end.",68,Mixed or average reviews,8,11,3,6.3,Mixed or average reviews,37,13,23
DoDonPachi Resurrection,Xbox 360,['Rising Star Games'],Cave,"['Action', 'Shooter', 'Scrolling']",,"Nov  4, 2011",,,"cave owns b*tchcave owns b*tchcave owns b*tchcave owns b*tchcave owns b*tchcave owns b*tchcave owns b*tchcave owns b*tchcave owns b*tchcave owns b*tch",77,Generally favorable reviews,7,3,0,8.5,Generally favorable reviews,16,0,2
Dogfight 1942,Xbox 360,['City Interactive'],City Interactive,"['Action', 'Simulation', 'Flight', 'Flight', 'Combat']",T,"Sep  5, 2012","['PC', 'PlayStation 3']",,"Previously announced as Combat Wings, Dogfight 1942 has been re-envisioned and recreated to feature more than 20 types of aircraft --from the fabled P-38 Lightning and Britain's Spitfire to the feared Messerschmitt 109 and Japanese Kate -- players are challenged with the same missions as real WWII pilots, ranging from bombing runs and dog fights to manning defensive positions such as a gunner on a bomber or anti-aircraft site.",59,Mixed or average reviews,0,11,2,5.6,Mixed or average reviews,10,4,8
Dogfight 1942: Fire over Africa,Xbox 360,['City Interactive'],City Interactive,"['Action', 'Simulation', 'Flight', 'Flight', 'Combat']",T,"Sep 19, 2012","['PC', 'PlayStation 3']",,"An ominous shadow of the Axis Alliance is being cast over the sands of Africa. The scorching hot African sky will soon burn with the flames of heavy cannons and fill with smoke of bullet-ridden fighter planes. Become Britain's top pilot and help the Allies repel the Nazi threat. Face the infamous general Rommel, clash with his forces above Tobruk and stand up to the challenge in one of the most pivotal battles on the African front the Battle of El Alamein.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Dogfight 1942: Russia under Siege,Xbox 360,['City Interactive'],City Interactive,"['Action', 'Simulation', 'Flight', 'Flight', 'Combat']",T,"Sep 12, 2012","['PC', 'PlayStation 3']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Dollar Dash,Xbox 360,['Kalypso'],Candygun Games,"['Action Adventure', 'Modern', 'General', 'Modern']",E10+,"Mar  6, 2013","['PC', 'PlayStation 3']",,"Grab the cash in this fast and frenetic top down multiplayer versus game. Dollar Dash will have you shouting for joy, as you make a dash with the cash. You must attack, defend, or outrun your competitors in any of the three game modes (Dollar Dash, Save the Safe or Hit'n'Run using unique and comedic tactics.",49,Generally unfavorable reviews,1,10,9,4.5,Generally unfavorable reviews,4,2,8
Dollar Dash: More Ways to Win,Xbox 360,['Kalypso'],Candygun Games,"['Action Adventure', 'Modern', 'General', 'Modern']",E,"May 21, 2013","['PC', 'PlayStation 3']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Dollar Dash: Robbers Tool Kit,Xbox 360,['Kalypso'],Candygun Games,"['Action Adventure', 'General']",,"Jun  4, 2013",,,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Dollar Dash: Winter Pack,Xbox 360,['Kalypso'],Candygun Games,"['Action Adventure', 'General']",,"Dec  3, 2013",['PC'],,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Domino Master,Xbox 360,['Microsoft Game Studios'],"Tik Games, LLC, TikGames","['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']",E,"Sep 17, 2008",,4  Online,"[Xbox Live Arcade]  It's dominos with all the bells and whistles in Domino Master®! Play solo or against friends and family in any of five exciting game variations including Mexican Train, All 3's, All 5's, Straight Dominos, or Bergen. See if you have what it takes to move up the ranks and score the coveted spot at the top of the Leaderboards or grab the exciting achievements in this great family game sure to please all ages. Variable difficulty levels: The single player mode features three levels of difficulty for the A.I. players, including Beginner, Master, and Guru, to provide exciting game play for all ages. Five game modes: Play Straight, All 3's, All 5's, Bergen, or Mexican Train. Leaderboard support: See your name in lights as you check the leaderboards for each game type. Exciting multiplayer modes: Play Player Match or Ranked Matches. The ultimate party game comes to life when up to four players compete to see who can become the Domino Master. Custom rules: Modify the rules to create your own personal dominos game. Multiple domino sets: Choose from double sixes, double nines, or double twelve domino sets. [Microsoft]",49,Generally unfavorable reviews,2,5,4,tbd,No user score yet,1,0,0
